회사명,지식산업센터명,입지,등록일,공장주소,전화번호,팩스번호,종업원,생산품,업종명,데이터기준일자
영진전자(주),,개별입지,1998-01-06,"서울특별시 금천구 문성로 14 (독산동, 영진힐탑아파트)",02-867-7838,,25,전자부품,그 외 기타 전자부품 제조업 외 1 종,2025-10-31
영창실리테크(주),,개별입지,2007-03-15,"서울특별시 금천구 벚꽃로14길 13 (독산동, 영창실리콘(주))",02-803-6431,,64,성형히타,그 외 기타 전자부품 제조업 외 1 종,2025-10-31
영창특수공업사,,개별입지,2000-09-21,서울특별시 금천구 벚꽃로18길 51 (독산동),02-808-7882,02-808-7884,10,산업용비경화고무제품,폴리스티렌 발포 성형제품 제조업 외 1 종,2025-10-31
영푸드시스템,,개별입지,2023-06-23,"서울특별시 금천구 범안로18길 18, 1층 (독산동)",02-861-5558,,10,"족발, 보쌈",육류 포장육 및 냉동육 가공업 (가금류 제외),2025-10-31
예그린카드,,개별입지,2008-04-18,"서울특별시 금천구 벚꽃로 150 (독산동, 예그린카드)",02-894-0188,,10,카드,기타 인쇄물 출판업 외 4 종,2025-10-31
예림인쇄(주),,개별입지,2003-01-06,"서울특별시 금천구 범안로15길 64 (독산동, 미성인쇄(주))",02-896-9506,,8,인쇄,기타 인쇄업 외 1 종,2025-10-31
예진,,개별입지,2011-04-11,"서울특별시 금천구 벚꽃로12길 5, 삼보아파트형 공장 601호 (독산동)",02-807-2023,02-807-2024,40,남성용 셔츠,셔츠 및 블라우스 제조업 외 1 종,2025-10-31
오빌하이테크전자,,개별입지,2003-04-04,서울특별시 금천구 독산로72길 31 (독산동),031-261-7585,,3,기타전자부품,그 외 기타 전자부품 제조업 외 1 종,2025-10-31
오성엠엔피,,개별입지,2009-02-04,서울특별시 금천구 범안로12가길 7 (독산동),02-808-1243,,14,핸드폰케이스,폴리스티렌 발포 성형제품 제조업 외 1 종,2025-10-31
오토정밀산업사,,개별입지,,서울특별시 금천구 두산로10길 30 (독산동),02-206-3177,,4,"전자부품, 볼트, 너트",그외기타전자부품제조업,2025-10-31
올드모드,현대지식산업센터,개별입지,2018-04-09,"서울특별시 금천구 두산로 70, B동 B1층 L101, L102호 (독산동)",02-852-1624,02-852-1625,14,편주원단,편조원단 제조업 외 5 종,2025-10-31
완산상사,,개별입지,2017-04-28,"서울특별시 금천구 가산로 53, 302호 (독산동)",02-851-8875,02-851-8814,23,바지,남자용 겉옷 제조업,2025-10-31
우성노트사,,개별입지,,서울특별시 금천구 범안로 1201 (독산동),02-805-6677,02-805-6678,7,노트,문구용 종이제품 제조업,2025-10-31
우성정공사,,개별입지,2001-09-19,서울특별시 금천구 범안로17길 53 (독산동),02-852-9083,02-852-9084,14,금형,주형 및 금형 제조업,2025-10-31
원남메디칼(주),,개별입지,2017-02-13,"서울특별시 금천구 벚꽃로12길 15 (독산동, 지산아이티벤처센터)",02-852-8877,,10,"의지,보조기",정형외과용 및 신체보정용 기기 제조업 외 1 종,2025-10-31
윈데코,,개별입지,2009-01-09,"서울특별시 금천구 벚꽃로 122, 진성빌딩 201호 (독산동)",02-889-1161,02-824-1160,6,"커튼,블라인드",커튼 및 유사제품 제조업,2025-10-31
유신기업사,,개별입지,2003-07-10,서울특별시 금천구 시흥대로141길 81-1 (독산동),02-858-1210,02-868-3399,16,"안전모,안전대,조작문구","기타 섬유, 의복 및 가죽 가공 기계 제조업",2025-10-31
유일정공,,개별입지,2003-12-26,"서울특별시 금천구 두산로 30 (독산동, 삼원사)",02-805-8661,,9,핸드폰 및 가전제품,주형 및 금형 제조업,2025-10-31
유진정밀공업사,,개별입지,1991-04-29,서울특별시 금천구 범안로18길 18 (독산동),02-894-2925,02-894-2928,12,"Key,Pin",그 외 기타 금속가공업,2025-10-31
유진컴텍(주),,개별입지,2005-03-30,서울특별시 금천구 두산로11길 32 (독산동),02-854-6591,02-865-8650,100,"와이어하네스,boardass,y",그 외 기타 전자부품 제조업 외 2 종,2025-10-31
으뜸,,개별입지,2016-05-18,"서울특별시 금천구 벚꽃로14길 11, 2층 (독산동, 영창실리콘(주))",070-8688-5789,,13,의류,셔츠 및 블라우스 제조업 외 1 종,2025-10-31
은성에프에이(주),,개별입지,2002-04-04,서울특별시 금천구 두산로 5-3 (독산동),02-838-7387,02-838-7389,22,pcb기판전자이형부품자동삽입기,산업용 로봇 제조업,2025-10-31
은성에프에이(주),,개별입지,2024-06-21,서울특별시 금천구 두산로5길 15 (독산동),02-838-7387,02-838-7389,35,전자기판자동조립기기,그 외 기타 특수목적용 기계 제조업 외 1 종,2025-10-31
은하상사,,개별입지,2020-07-08,서울특별시 금천구 두산로13길 24 (독산동) 예인빌딩 4층,02-837-1369,02-837-7747,30,공산품마스크,기타 직물제품 제조업,2025-10-31
이렉스전자산업,,개별입지,2004-12-22,서울특별시 금천구 벚꽃로 156 (독산동),02-895-1907,,11,음향기기,기타 음향기기 제조업 외 2 종,2025-10-31
이지테크,,개별입지,2007-04-02,서울특별시 금천구 범안로 1170 (독산동),02-857-8477,02-852-8477,5,자동차개발용샘플,그 외 기타 플라스틱 제품 제조업,2025-10-31
이텍이엔지,현대지식산업센터,개별입지,2014-08-27,"서울특별시 금천구 두산로 70, 5층 517 (독산동)",02-6265-5800,02-6265-5802,2,덕트 연감지기외 센서,기기용 자동측정 및 제어장치 제조업,2025-10-31
일신건재(주),,개별입지,2011-02-11,"서울특별시 금천구 두산로 54 (독산동, 상승강재(주))",02-807-0162,,12,금속건축자재,"금속 문, 창, 셔터 및 관련제품 제조업",2025-10-31
일진건업(주),,개별입지,2019-11-28,서울특별시 금천구 범안로9길 41 (독산동) 외 1필지,02-807-1154,02-809-1616,32,"IGP,스터드,더블바,러너외","금속 문, 창, 셔터 및 관련제품 제조업",2025-10-31
일흥실업,,개별입지,2008-04-02,"서울특별시 금천구 서부샛길 216, 중화철강 A (독산동)",02-852-0144,,6,의류,"근무복, 작업복 및 유사의복 제조업 외 2 종",2025-10-31
자이로크,,개별입지,2015-02-13,"서울특별시 금천구 독산로 263, 2층 (독산동)",02-865-1554,02-865-1556,18,의류,여자용 겉옷 제조업,2025-10-31
재운정공,,개별입지,2002-04-04,"서울특별시 금천구 시흥대로123길 78, 102호 (독산동)",02-855-3058,02-858-0474,7,금형,주형 및 금형 제조업,2025-10-31
쟈베스코리아전자(주),,개별입지,2013-02-04,서울특별시 금천구 범안로 1229-9 (독산동),02-858-6000,02-858-2222,37,전자부품,그 외 기타 전자부품 제조업 외 3 종,2025-10-31
정우산업,,개별입지,2003-04-19,서울특별시 금천구 가산로 50-7 (독산동),02-853-5479,,4,DVD케이스,플라스틱 접착처리 제품 제조업 외 1 종,2025-10-31
정음정밀,,개별입지,2009-09-04,"서울특별시 금천구 벚꽃로18길 48 (독산동, 태성정밀)",02-858-4846,02-869-4847,13,금형,주형 및 금형 제조업,2025-10-31
정진정기(주),,개별입지,1990-07-12,서울특별시 금천구 두산로11길 11 (독산동),02-856-6304,02-856-6307,24,"카셋트, 오디오",주형 및 금형 제조업,2025-10-31
정풍전산폼(주),,개별입지,1995-09-19,서울특별시 금천구 두산로 5-3 (독산동),02-861-0211,02-857-5091,15,"전산기록지,특수인쇄",문구용 종이제품 제조업 외 2 종,2025-10-31
제너럴오토전자(주),,개별입지,2009-06-29,"서울특별시 금천구 두산로 49 (독산동, 제너럴오토전자(주))",02-851-1151,02-866-5179,12,VCR HEAD 부품,그 외 기타 전자부품 제조업 외 1 종,2025-10-31
제이씨앤디,현대지식산업센터,개별입지,2018-01-24,"서울특별시 금천구 두산로 70, A동 4층 407 (독산동)",02-2181-3555,031-697-2324,3,산업용 컴퓨터,컴퓨터 제조업,2025-10-31
제이앤에스,,개별입지,2008-02-22,"서울특별시 금천구 벚꽃로18길 27, 3층 (독산동)",02-888-7122,,15,의류,그 외 기타 봉제의복 제조업,2025-10-31
제이제이툴스(주),,개별입지,2017-04-17,서울특별시 금천구 두산로 48 (독산동),02-808-2745,02-808-2746,87,절삭공구,톱 및 호환성 공구 제조업,2025-10-31
제이제이툴스(주),,개별입지,2023-04-19,서울특별시 금천구 두산로 31 (독산동),02-808-2745,02-808-2746,44,초경 엔드밀,톱 및 호환성 공구 제조업,2025-10-31
제일섬유,,개별입지,2007-12-12,서울특별시 금천구 금하로1다길 24 (독산동),02-898-4510,,3,양말,스타킹 및 기타 양말 제조업,2025-10-31
제일정공(주),,개별입지,2003-09-18,서울특별시 금천구 서부샛길 70 (독산동),02-807-4419,,14,광통신외정밀가공,금속 절삭기계 제조업 외 1 종,2025-10-31
젬마,현대지식산업센터,개별입지,2017-06-29,"서울특별시 금천구 두산로 70, L동 3층 335, 336 (독산동)",02-2169-2202,02-2169-2201,14,"아동복, 성인복",셔츠 및 블라우스 제조업 외 6 종,2025-10-31
죠이프린라이프,,개별입지,2014-07-16,"서울특별시 금천구 두산로9길 28 (독산동, 조이프린)",02-851-0105,02-830-0105,42,"종이상자 및 용기제조업, 물티슈, 전구 및 램프",기타 종이 상자 및 용기 제조업 외 3 종,2025-10-31
주식회사  와코,,개별입지,2008-06-27,"서울특별시 금천구 범안로11길 8, 1층 (독산동)",02-802-3333,,3,에어크리너 기계,"기타 섬유, 의복 및 가죽 가공 기계 제조업 외 1 종",2025-10-31
주식회사 대주엔에스,,개별입지,2018-07-24,"서울특별시 금천구 시흥대로115길 37, 4층 5층 (독산동)",02-844-3411,02-842-0384,13,네임프레트(명판),스크린 인쇄업,2025-10-31
주식회사 대진기업,,개별입지,2022-02-14,"서울특별시 금천구 두산로7길 13-14 (독산동, 사조냉장)",02-856-4390,,60,실물 설명용 모형,폴리스티렌 발포 성형제품 제조업 외 1 종,2025-10-31
주식회사 라우물산,,개별입지,2022-05-31,"서울특별시 금천구 두산로11길 32, 5층 일부(독산동)",02-929-4343,,5,"운동복, 보호용 의류, 유니폼, 코트 및 재킷",남자용 겉옷 제조업 외 4 종,2025-10-31
주식회사 모니트,,개별입지,2023-09-27,"서울특별시 금천구 두산로 70, B동 12층 11호(독산동, 현대지식산업센터)",031-712-8581,,1,전기자동차 충전기,기타 전기 변환장치 제조업 외 1 종,2025-10-31
주식회사 샬롬패션,,개별입지,2021-01-26,"서울특별시 금천구 범안로19길 14, 3층 (독산동)",02-863-1471,02-863-1471,34,숙녀복,셔츠 및 블라우스 제조업 외 2 종,2025-10-31
주식회사 성화,,개별입지,2020-02-26,"서울특별시 금천구 두산로14길 4, B1층 (독산동)",02-2165-2010,02-2634-2048,27,"리튬2차전지,BMS,랙",축전지 제조업 외 4 종,2025-10-31
주식회사 세덴,,개별입지,2006-02-16,서울특별시 금천구 범안로17길 74 (독산동),02-803-2115,02-803-0556,10,차량용도장 장치,그 외 기타 특수목적용 기계 제조업 외 1 종,2025-10-31
주식회사 안전백화점,,개별입지,2023-03-03,"서울특별시 금천구 서부샛길 90, 1층 일부(독산동) 외 1필지",02-6956-8117,,3,"교육용 소화기, 교육용 완강기",전시용 모형 제조업,2025-10-31
주식회사 알앤디글로벌,,개별입지,2014-08-05,"서울특별시 금천구 시흥대로 328, 401호 (독산동)",02-891-8876,02-891-8875,8,가정용 소변분석기,그 외 기타 의료용 기기 제조업,2025-10-31
주식회사 앰아이피테크,현대지식산업센터,개별입지,2014-10-10,"서울특별시 금천구 두산로 70, 4층 417 (독산동)",02-867-5482,02-867-5483,4,"전자서명기, 전자가격표시기",기타 주변기기 제조업,2025-10-31
주식회사 에너넷,,개별입지,2022-02-10,"서울특별시 금천구 두산로 70, 비동 1007호(독산동, 현대지식산업센터)",070-7204-9710,,0,"전력선 통신장치, 원격검침장비, 검침시스템, 과금형콘센트 등",속도계 및 적산계기 제조업,2025-10-31
주식회사 에스앤케이패션,현대지식산업센터,개별입지,2021-12-15,"서울특별시 금천구 두산로 70, 비동 2층 207호(독산동)",02-889-1101,02-889-1103,3,의류,남자용 겉옷 제조업 외 6 종,2025-10-31
주식회사 에스피앤에스,,개별입지,2024-05-08,"서울특별시 금천구 두산로13길 24, 4층(독산동, 예인빌딩) 외 1필지",070-4127-4486,,10,출입통제/방재/유무선통신장비,기타 무선 통신장비 제조업 외 1 종,2025-10-31
주식회사 엔에스티 정보통신,,개별입지,2025-02-06,"서울특별시 금천구 남부순환로 1412, 3층(독산동, NST 빌딩)",02-857-3900,,46,"정보통신기기, 컴퓨터주변기기",유선 통신장비 제조업 외 1 종,2025-10-31
주식회사 엔이씨테크,현대지식산업센터,개별입지,2016-07-08,"서울특별시 금천구 두산로 70, A동 7층 705 (독산동)",02-2169-2292,02-2169-2293,0,녹적조 방제용 광물촉매제,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업 외 3 종,2025-10-31
주식회사 위드테크놀로지,현대지식산업센터,개별입지,2018-11-26,"서울특별시 금천구 두산로 70, A동 17층 1706 (독산동)",02-854-1114,02-854-2223,3,"CCTV 카메라, 센서 모듈, 전관방송장비, 음향장비",방송장비 제조업 외 1 종,2025-10-31
주식회사 정연,,개별입지,2021-12-20,"서울특별시 금천구 남부순환로 1408, 2층(독산동)",02-852-2315,,15,의류,여자용 겉옷 제조업,2025-10-31
주식회사 제이앤제이행복나눔,,개별입지,2022-06-29,"서울특별시 금천구 벚꽃로12길 15, 2층 202호(독산동, 지산IT벤쳐센터)",070-5167-0743,,6, ,기타 직물제품 제조업 외 18 종,2025-10-31
주식회사 창조인,,개별입지,2023-05-12,"서울특별시 금천구 서부샛길 90, 1층 일부 (독산동)",02-6933-8119,,6,"교육용소화기 ,  교육용 소화전제작",전시용 모형 제조업,2025-10-31
주식회사 케이비바이오,,개별입지,2021-03-24,서울특별시 금천구 두산로 70 (독산동) 현대지식산업센터 4층 417호,02-2104-6572,02-2104-6573,5,화장품,화장품 제조업,2025-10-31
주식회사 투넘버,현대지식산업센터,개별입지,2018-01-24,"서울특별시 금천구 두산로 70, A동 19층 1908 (독산동)",02-2104-6807,02-2104-6808,7,"휴대폰, 노트북",기타 무선 통신장비 제조업 외 1 종,2025-10-31
주식회사 파워넷,현대지식산업센터,개별입지,2018-03-06,"서울특별시 금천구 두산로 70, 17층 1709,1710호 일부 (독산동)",02-3282-0700,02-3282-0800,3,"태양광 인버터, 아답터, SMPS",에너지 저장장치 제조업 외 2 종,2025-10-31
주식회사 펀투미,,개별입지,2023-09-05,서울특별시 금천구 두산로 70 (독산동) B동 7층 705호,070-2098-9650,,3, ,분사기 및 소화기 제조업 외 1 종,2025-10-31
주식회사 한국방염기술,현대지식산업센터,개별입지,2021-08-06,서울특별시 금천구 두산로 70 (독산동) 현대지식산업센터,02-2169-2850,02-2169-2849,5,"방염제, 간이소화용구",그 외 기타 분류 안된 화학제품 제조업 외 1 종,2025-10-31
주식회사 헥사팩토리,현대지식산업센터,개별입지,2021-01-14,"서울특별시 금천구 두산로 70 (독산동) 현대지식산업센터 B동 7층 706, 710호",070-4727-2006,02-6112-6630,1,"드론, 드론 낙하산",무인 항공기 및 무인 비행장치 제조업,2025-10-31
주식회사 휴먼스칸,,개별입지,2021-02-24,서울특별시 금천구 서부샛길 64 (독산동) 1층,1688-7731,02-571-3957,5,LED전광판,전시 및 광고용 조명장치 제조업,2025-10-31
주식회사휴먼전자엔씨,,개별입지,2019-05-30,"서울특별시 금천구 두산로11길 32, 2층, 3층, 별관2층 (독산동)",02-864-7560,02-864-7563,52,스위치 멤브레인,연성 및 기타 인쇄회로기판 제조업,2025-10-31
주안,,개별입지,2019-09-25,"서울특별시 금천구 시흥대로 356, 2층 5층 (독산동)",02-809-8027,02-809-8028,10,의류,그 외 기타 봉제의복 제조업,2025-10-31
